id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Comparative law studies and periodical publications,"Training, conferences, staff exchanges and studies",43251842,1,31094503,2022-03-31T00:00:00.000+0000,2022-06-14T00:00:00.000+0000,,,,,"Periodical publications, Legal training and studies, EUAF-2022-TRAI-04, Comparative law studies",EUAF-2022-TRAI,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ATM application-oriented Research for Artificial Intelligence (AI) for aviation,Digital European Sky Exploratory Research 01,43108390,1,31094503,2022-04-07T00:00:00.000+0000,2022-10-13T00:00:00.000+0000,,,,,,HORIZON-SESAR-2022-DES-ER-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Research ethics for environmental and climate technologies,Enhancing the European R&I system,43108390,1,31094503,2022-12-06T00:00:00.000+0000,2023-03-09T00:00:00.000+0000,,,,,"Ethics in research and innovation, Digital Agenda, Ethics",HORIZON-WIDERA-2023-ERA-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Remain Well Clear for IFR RPAS Integration in Class D-G Airspace,SESAR 2020 EXPLORATORY RESEARCH 4 (ER4),31045243,1,31094503,2019-04-30T00:00:00.000+0000,2019-09-10T00:00:00.000+0000,,,,,"BTT5 unmanned aircraft (Drone), Innovative Concepts & scenarios ICS, UCC Unconventional configurations and new aircraft",H2020-SESAR-2019-2,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Photonics Laser-based production,Industry 2020 in the Circular Economy,31045243,1,31094503,2015-10-15T00:00:00.000+0000,2016-01-21T00:00:00.000+0000,,,,,"Mechanical engineering, FoF, Cross-cutting Key-Enabling Technologies (KETs), Contractual public-private partnership, Mechanical and manufacturing engineering (shaping,",H2020-IND-CE-2016-17,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Measuring, monitoring and controlling the potential risks of subsurface operations related to CCS and unconventional hydrocarbons",COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-01-05T00:00:00.000+0000,,,,,"Energy, fuels and petroleum engineering, Fossil fuels, International cooperation, shale gas, monitoring",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Education and skills: empowering Europe’s young innovators,CO-CREATION FOR GROWTH AND INCLUSION,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Innovation policy, Open Innovation, Gender, Education policy, Innovation methodologies",H2020-SC6-CO-CREATION-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Co-creation between public administrations: once-only principle,CO-CREATION FOR GROWTH AND INCLUSION,31045243,1,31094503,2016-01-05T00:00:00.000+0000,2016-05-24T00:00:00.000+0000,,,,,"Public administration innovation, Open Innovation, Process innovation, Open government, Public administration",H2020-SC6-CO-CREATION-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Advanced data-driven monitoring of building stock energy performance,"Efficient, sustainable and inclusive energy use",43108390,1,31094503,2021-06-24T00:00:00.000+0000,2021-10-19T00:00:00.000+0000,,,,,"Energy efficient buildings, Energy efficiency - general, Energy, fuels and petroleum engineering, Digital Agenda, EOSC and FAIR data",HORIZON-CL5-2021-D4-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Southern Mediterranean Neighbourhood, Eastern Partnership",Europe as a global actor,31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-05-12T00:00:00.000+0000,,,,,"International cooperation, International relations, Research management, International policy dialogue, International cooperation",H2020-INT-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Functional Ethionamide boosters: a novel combination for tuberculosis therapy,H2020-JTI-IMI2-2018-16-single-stage,31045243,1,31094503,2018-07-18T00:00:00.000+0000,2018-10-24T00:00:00.000+0000,,,,,"Antimicrobial resistance, Innovative Medicines Initiative, AMR, IMI2 JU, Antimicrobial resistance",H2020-JTI-IMI2-2018-16-single-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Transmutation of minor actinides (Towards industrial application),EURATOM Fission,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-09-17T00:00:00.000+0000,,,,,"Sustainable energy policy, Nuclear physics, Radiation and nuclear chemistry, Nuclear, Energy systems (production, distribution, applicat",NFRP-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Smart plastic materials with intrinsic recycling properties by design (RIA),INDUSTRIAL SUSTAINABILITY,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-01-23T00:00:00.000+0000,,,,,"Composites (including laminates, reinforced plasti, Materials engineering, Materials engineering (biomaterials, metals, ceram, Intelligent materials, self-assembled materials, Materials engineering",H2020-NMBP-ST-IND-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Logistics solutions that deal with requirements of the 'on demand economy' and for shared-connected and low-emission logistics operations,2018-2020 Mobility for Growth,31045243,1,31094503,2018-09-05T00:00:00.000+0000,2019-01-16T00:00:00.000+0000,,,,,"International cooperation, Social sciences and humanities, Clean vehicles, Mobility, tourism, transportation and logistics, Retail, wholesale or distribution",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EIT Cross-KIC Strategic Education,"2023-2025 Call for KICs Business Plans, Cross-KIC activities and Higher Education Institutions (HEI) initiative",43108390,1,31094503,2022-06-01T00:00:00.000+0000,2022-09-28T00:00:00.000+0000,,,,,"Entrepreneurship, New skills and competences for teachers, School education, Education, Digital skills",HORIZON-EIT-2023-2025-KIC,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Manufacturing capability,IMI2 2nd Call for proposals: IMI2 Ebola and other filoviral haemorrhagic fevers programme,31045243,1,31094503,2014-11-06T00:00:00.000+0000,2014-12-01T00:00:00.000+0000,,,,,"Diagnostic and implantable devices, environmental, Research integrity and research misconduct, Privacy, Drug development, clinical phases, Emerging Epidemics",H2020-JTI-IMI2-2014-02-single-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Enabling Aviation Infrastructure: CNS for General Aviation ,SESAR  2020 Exploratory Research and Very Large Scale Demonstrations Open Call ,31045243,1,31094503,2016-12-15T00:00:00.000+0000,2017-05-11T00:00:00.000+0000,,,,,"NAV Navigation / Flight Management / Autoland, AAS ATM Automated Support, Technology assessment, AVI Avionics Integration, Navigation Systems",H2020-SESAR-2016-2,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Combined clean biofuel production and phytoremediation solutions from contaminated lands worldwide,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2019-12-03T00:00:00.000+0000,2020-04-28T00:00:00.000+0000,,,,,"Environmental and geological engineering, geotechn, Accelerating Clean Energy Innovation, Transport biofuels, International cooperation, contaminated lands",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,5G PPP – 5G core technologies innovation,Information and Communication Technologies,31045243,1,31094503,2019-07-09T00:00:00.000+0000,2020-01-16T00:00:00.000+0000,,,,,"5G, Contractual public-private partnership",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Science education outside the classroom,Science with and for Society,31045243,1,31094503,2019-12-10T00:00:00.000+0000,2020-04-23T00:00:00.000+0000,,,,,"Education policy, Gender, Non-formal education, School education, Formal education",H2020-SwafS-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Continuous adaptation of work environments with changing levels of automation in evolving production systems,Industry 2020 in the Circular Economy,31045243,1,31094503,2015-10-15T00:00:00.000+0000,2016-01-21T00:00:00.000+0000,,,,,"Social sciences, interdisciplinary, Automation and control systems, Systems engineering, sensorics, actorics, automati, Industrial psychology, Social Networks",H2020-IND-CE-2016-17,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Development of a multifunctional system for complex aerostructures assembly, assisted by neural network softwares  ",Clean Sky,31045243,1,31094503,2019-05-21T00:00:00.000+0000,2019-09-03T00:00:00.000+0000,,,,,,H2020-CS2-CFP10-2019-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Development of multidisciplinary design tools for rapid concept design for aero engine components,Clean Sky,31045243,1,31094503,2019-05-21T00:00:00.000+0000,2019-09-03T00:00:00.000+0000,,,,,,H2020-CS2-CFP10-2019-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Development and simulation of a forming process for LE HLFC wing outer skins,Clean Sky,31045243,1,31094503,2019-05-21T00:00:00.000+0000,2019-09-03T00:00:00.000+0000,,,,,,H2020-CS2-CFP10-2019-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Electro-Mechanical Landing Gear system integration for Small Aircraft [SAT],Clean Sky,31045243,1,31094503,2019-05-21T00:00:00.000+0000,2019-09-03T00:00:00.000+0000,,,,,,H2020-CS2-CFP10-2019-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Prevention and Preparedness for Marine Pollution at Sea and on Shore,Prevention and Preparedness Projects in Civil Protection and Marine Pollution,31082527,1,31094503,2019-12-17T00:00:00.000+0000,2020-03-19T00:00:00.000+0000,,,,,"civil protection, marine pollution, disaster risk management",UCPM-2020-PP-AG,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Large Scale Lightweight Liquid Hydrogen Integral Storage Solutions,Clean Aviation CfP 01,43108390,1,31094503,2022-05-04T00:00:00.000+0000,2022-06-23T00:00:00.000+0000,,,,,,HORIZON-JU-Clean-Aviation-2022-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Inland waterways and ports – studies, works or mixed",CEF 2 Transport - Projects on the Core Network – General envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-COREGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"AI, Data and Robotics for Industry optimisation (including production and services) (AI, Data and Robotics Partnership) (IA)",Digital and emerging technologies for competitiveness and fit for the green deal,43108390,1,31094503,2022-06-16T00:00:00.000+0000,2022-11-16T00:00:00.000+0000,,,,,"Digital Agenda, Smart manufacturing, Computer sciences, information science and bioinfo, Co-programmed European Partnerships, EOSC and FAIR data",HORIZON-CL4-2022-DIGITAL-EMERGING-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,2D materials-based devices and systems for biomedical applications (RIA),Digital and emerging technologies for competitiveness and fit for the green deal,43108390,1,31094503,2022-06-16T00:00:00.000+0000,2022-11-16T00:00:00.000+0000,,,,,"Digital Agenda, Medical engineering, Nano-materials (production and properties), Medical laboratory technology (including laborator, Materials engineering",HORIZON-CL4-2022-DIGITAL-EMERGING-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Rail – studies, works or mixed",CEF 2 Transport - Projects on the Core Network – Cohesion envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-CORECOEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Maritime ports – studies, works or mixed",CEF 2 Transport - Projects on the Comprehensive Network – General envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-COMPGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,A Platform for long range indirect fire support capabilities,Upgrade of current and development of next generation ground-based precision strike capabilities,31109727,1,31094503,2020-04-15T00:00:00.000+0000,2020-12-01T00:00:00.000+0000,,,,,A Platform for long range indirect fire support capabilities,EDIDP-NGPSC-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Engine bleed jet pumps continuous behaviour modelization,Clean Sky 2 Call for Proposals 11,31045243,1,31094503,2020-01-28T00:00:00.000+0000,2020-05-12T00:00:00.000+0000,,,,,,H2020-CS2-CFP11-2020-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
